Model,Epoch,Dataset,Is_Single_Class,Calibrated_Threshold,Optimized_Threshold,Threshold_Diff,Calibrated_F1,Optimized_F1,F1_Improvement,Calibrated_Brier,Optimized_Brier,Brier_Improvement
Wav2Vec2_BandPassSurefire,1,Wonjun_Yi,Yes,0.28066015,0.22152682,-0.05913333,,,,0.5212649955655791,0.5212649955655791,0.0
Wav2Vec2_BandPassSurefire,10,CalibrationDataset,No,0.02587248,0.02587248,+0.00000000,0.8487199379363848,0.8487199379363848,0.0,0.340698687550921,0.340698687550921,0.0
Wav2Vec2_BandPassSurefire,10,DronePrint,Yes,0.02587248,0.07297452,+0.04710205,,,,0.8092684827774427,0.8092684827774427,0.0
Wav2Vec2_BandPassSurefire,10,Emo,Yes,0.02587248,0.11764508,+0.09177260,,,,0.0006855623792541091,0.0006855623792541091,0.0
Wav2Vec2_BandPassSurefire,10,ESC-50,Yes,0.02587248,0.22278297,+0.19691049,,,,0.00032033200640576263,0.00032033200640576263,0.0
Wav2Vec2_BandPassSurefire,10,Fusion,No,0.02587248,0.02000281,-0.00586967,0.7308592799805401,0.8175741285410715,0.08671484856053135,0.8328702867513981,0.8328702867513981,0.0
Wav2Vec2_BandPassSurefire,10,H-2,Yes,0.02587248,0.02003396,-0.00583852,,,,0.9524332225643862,0.9524332225643862,0.0
Wav2Vec2_BandPassSurefire,10,MerilainenCompiledSounds,No,0.02587248,0.02587248,+0.00000000,0.6451612903225806,0.6451612903225806,0.0,0.7337806696896474,0.7337806696896474,0.0
Wav2Vec2_BandPassSurefire,10,S&E,No,0.02587248,0.02803528,+0.00216280,0.5,0.5294117647058824,0.02941176470588236,0.31843205527791313,0.31843205527791313,0.0
Wav2Vec2_BandPassSurefire,10,UrbanSound,Yes,0.02587248,0.26633910,+0.24046662,,,,0.0006503714194685056,0.0006503714194685056,0.0
Wav2Vec2_BandPassSurefire,10,Wonjun_Yi,Yes,0.02587248,0.02000431,-0.00586817,,,,0.9379127174586784,0.9379127174586784,0.0
Wav2Vec2_BandPassSurefire,15,CalibrationDataset,No,0.00466282,0.02210855,+0.01744573,0.8279569892473119,0.0,-0.8279569892473119,0.3734072953425758,0.3734072953425758,0.0
Wav2Vec2_BandPassSurefire,15,DronePrint,Yes,0.00466282,0.02149199,+0.01682918,,,,0.9689681096645796,0.9689681096645796,0.0
Wav2Vec2_BandPassSurefire,15,Emo,Yes,0.00466282,0.02000050,+0.01533768,,,,2.6009937867490176e-05,2.6009937867490176e-05,0.0
Wav2Vec2_BandPassSurefire,15,ESC-50,Yes,0.00466282,0.02765168,+0.02298886,,,,1.1924825980916601e-05,1.1924825980916601e-05,0.0
Wav2Vec2_BandPassSurefire,15,Fusion,No,0.00466282,0.02032420,+0.01566138,0.6699411541381929,0.0018974408874185074,-0.6680437132507744,0.8775769206886218,0.8775769206886218,0.0
Wav2Vec2_BandPassSurefire,15,H-2,Yes,0.00466282,0.02028028,+0.01561746,,,,0.9895036204795329,0.9895036204795329,0.0
Wav2Vec2_BandPassSurefire,15,MerilainenCompiledSounds,No,0.00466282,0.00466282,+0.00000000,0.6249999999999999,0.6249999999999999,0.0,0.7683351111576721,0.7683351111576721,0.0
Wav2Vec2_BandPassSurefire,15,S&E,No,0.00466282,0.02042576,+0.01576294,0.47368421052631576,0.0,-0.47368421052631576,0.33480193150274173,0.33480193150274173,0.0
Wav2Vec2_BandPassSurefire,15,UrbanSound,Yes,0.00466282,0.06612060,+0.06145778,,,,2.5078781566032226e-05,2.5078781566032226e-05,0.0
Wav2Vec2_BandPassSurefire,15,Wonjun_Yi,Yes,0.00466282,0.02502688,+0.02036406,,,,0.9888668401224315,0.9888668401224315,0.0
Wav2Vec2_BandPassSurefire,20,CalibrationDataset,No,0.00160137,0.00160137,+0.00000000,0.7312161115414408,0.7312161115414408,0.0,0.378615923981163,0.378615923981163,0.0
Wav2Vec2_BandPassSurefire,20,DronePrint,Yes,0.00160137,0.00160137,+0.00000000,,,,0.9908245172470725,0.9908245172470725,0.0
Wav2Vec2_BandPassSurefire,20,Emo,Yes,0.00160137,0.00160137,+0.00000000,,,,3.266098157067894e-06,3.266098157067894e-06,0.0
Wav2Vec2_BandPassSurefire,20,ESC-50,Yes,0.00160137,0.00160137,+0.00000000,,,,1.8989835902634428e-06,1.8989835902634428e-06,0.0
Wav2Vec2_BandPassSurefire,20,Fusion,No,0.00160137,0.02217830,+0.02057693,0.5133002407004118,0.0,-0.5133002407004118,0.8846065344429525,0.8846065344429525,0.0
Wav2Vec2_BandPassSurefire,20,H-2,Yes,0.00160137,0.00160137,+0.00000000,,,,0.9960268821821944,0.9960268821821944,0.0
Wav2Vec2_BandPassSurefire,20,MerilainenCompiledSounds,No,0.00160137,0.00160137,+0.00000000,0.6666666666666667,0.6666666666666667,0.0,0.7742407029251296,0.7742407029251296,0.0
Wav2Vec2_BandPassSurefire,20,S&E,No,0.00160137,0.00160137,+0.00000000,0.43902439024390244,0.43902439024390244,0.0,0.33769285593263343,0.33769285593263343,0.0
Wav2Vec2_BandPassSurefire,20,UrbanSound,Yes,0.00160137,0.02217830,+0.02057693,,,,3.5070387354622742e-06,3.5070387354622742e-06,0.0
Wav2Vec2_BandPassSurefire,20,Wonjun_Yi,Yes,0.00160137,0.00160137,+0.00000000,,,,0.9968427083960884,0.9968427083960884,0.0
Wav2Vec2_BandPassSurefire,5,CalibrationDataset,No,0.33254519,0.33254519,+0.00000000,0.8585209003215434,0.8585209003215434,0.0,0.13320954428948725,0.13320954428948725,0.0
Wav2Vec2_BandPassSurefire,5,DronePrint,Yes,0.33254519,0.41288492,+0.08033973,,,,0.15763326081900686,0.15763326081900686,0.0
Wav2Vec2_BandPassSurefire,5,Emo,Yes,0.33254519,0.74277170,+0.41022651,,,,0.04287825039085875,0.04287825039085875,0.0
Wav2Vec2_BandPassSurefire,5,ESC-50,Yes,0.33254519,0.80132955,+0.46878436,,,,0.020693558622342942,0.020693558622342942,0.0
Wav2Vec2_BandPassSurefire,5,Fusion,No,0.33254519,0.06810170,-0.26444349,0.6184544463582882,0.9583143726199315,0.3398599262616433,0.42806852010825325,0.42806852010825325,0.0
Wav2Vec2_BandPassSurefire,5,H-2,Yes,0.33254519,0.02020855,-0.31233664,,,,0.6734652808204467,0.6734652808204467,0.0
Wav2Vec2_BandPassSurefire,5,MerilainenCompiledSounds,No,0.33254519,0.05531185,-0.27723334,0.3846153846153846,0.8936170212765957,0.5090016366612111,0.4685235285843423,0.4685235285843423,0.0
Wav2Vec2_BandPassSurefire,5,S&E,No,0.33254519,0.07910314,-0.25344206,0.3448275862068966,0.6909090909090909,0.34608150470219434,0.23174428342947234,0.23174428342947234,0.0
Wav2Vec2_BandPassSurefire,5,UrbanSound,Yes,0.33254519,0.87759360,+0.54504841,,,,0.039140613897793046,0.039140613897793046,0.0
Wav2Vec2_BandPassSurefire,5,Wonjun_Yi,Yes,0.33254519,0.02041239,-0.31213280,,,,0.47016118767676796,0.47016118767676796,0.0
Wav2Vec2_Clipped,1,CalibrationDataset,No,0.12388600,0.12388600,+0.00000000,0.23051591657519205,0.23051591657519205,0.0,0.33984093956334593,0.33984093956334593,0.0
Wav2Vec2_Clipped,1,DronePrint,Yes,0.12388600,0.14661106,+0.02272506,,,,0.3667167433691711,0.3667167433691711,0.0
Wav2Vec2_Clipped,1,Emo,Yes,0.12388600,0.39353040,+0.26964440,,,,0.021005374796784448,0.021005374796784448,0.0
Wav2Vec2_Clipped,1,ESC-50,Yes,0.12388600,0.77754414,+0.65365814,,,,0.009451459832179782,0.009451459832179782,0.0
Wav2Vec2_Clipped,1,Fusion,No,0.12388600,0.07747337,-0.04641263,0.056075852292533285,0.06755088758724388,0.011475035294710598,0.8260016519584228,0.8260016519584228,0.0
Wav2Vec2_Clipped,1,H-2,Yes,0.12388600,0.04355912,-0.08032688,,,,0.6357180691479117,0.6357180691479117,0.0
Wav2Vec2_Clipped,1,MerilainenCompiledSounds,No,0.12388600,0.14290560,+0.01901960,0.7999999999999999,0.8372093023255814,0.037209302325581506,0.46020423889451006,0.46020423889451006,0.0
Wav2Vec2_Clipped,1,S&E,No,0.12388600,0.12388600,+0.00000000,0.46153846153846156,0.46153846153846156,0.0,0.24672147280252096,0.24672147280252096,0.0
Wav2Vec2_Clipped,1,UrbanSound,Yes,0.12388600,0.50448400,+0.38059800,,,,0.010309042327019997,0.010309042327019997,0.0
Wav2Vec2_Clipped,1,Wonjun_Yi,Yes,0.12388600,0.02685221,-0.09703379,,,,0.9410494524398,0.9410494524398,0.0
Wav2Vec2_Clipped,10,CalibrationDataset,No,0.97999400,0.02724739,-0.95274661,0.0,0.0,0.0,0.37885226349032464,0.37885226349032464,0.0
Wav2Vec2_Clipped,10,DronePrint,Yes,0.97999400,0.97999400,+0.00000000,,,,0.9901763686159688,0.9901763686159688,0.0
Wav2Vec2_Clipped,10,Emo,Yes,0.97999400,0.12644571,-0.85354829,,,,0.00013935374997129667,0.00013935374997129667,0.0
Wav2Vec2_Clipped,10,ESC-50,Yes,0.97999400,0.07027406,-0.90971994,,,,2.7609061282272296e-05,2.7609061282272296e-05,0.0
Wav2Vec2_Clipped,10,Fusion,No,0.97999400,0.20400718,-0.77598682,0.0,0.0,0.0,0.8846120302681969,0.8846120302681969,0.0
Wav2Vec2_Clipped,10,H-2,Yes,0.97999400,0.02520793,-0.95478607,,,,0.9890053186421591,0.9890053186421591,0.0
Wav2Vec2_Clipped,10,MerilainenCompiledSounds,No,0.97999400,0.04685670,-0.93313730,0.0,0.0909090909090909,0.0909090909090909,0.7646576359864847,0.7646576359864847,0.0
Wav2Vec2_Clipped,10,S&E,No,0.97999400,0.02796679,-0.95202721,0.0,0.1,0.1,0.3354639549729222,0.3354639549729222,0.0
Wav2Vec2_Clipped,10,UrbanSound,Yes,0.97999400,0.97999400,+0.00000000,,,,0.00030107692087285155,0.00030107692087285155,0.0
Wav2Vec2_Clipped,10,Wonjun_Yi,Yes,0.97999400,0.03433069,-0.94566331,,,,0.9970937315087879,0.9970937315087879,0.0
Wav2Vec2_Clipped,15,CalibrationDataset,No,0.97999400,0.02356153,-0.95643247,0.0,0.0032310177705977385,0.0032310177705977385,0.3792849181515238,0.3792849181515238,0.0
Wav2Vec2_Clipped,15,DronePrint,Yes,0.97999400,0.97999400,+0.00000000,,,,0.9945509534261774,0.9945509534261774,0.0
Wav2Vec2_Clipped,15,Emo,Yes,0.97999400,0.26665230,-0.71334170,,,,0.00028655409352513393,0.00028655409352513393,0.0
Wav2Vec2_Clipped,15,ESC-50,Yes,0.97999400,0.15197162,-0.82802238,,,,3.283296710610885e-05,3.283296710610885e-05,0.0
Wav2Vec2_Clipped,15,Fusion,No,0.97999400,0.42178193,-0.55821207,0.0,4.872581981191833e-05,4.872581981191833e-05,0.8852642892319379,0.8852642892319379,0.0
Wav2Vec2_Clipped,15,H-2,Yes,0.97999400,0.02379608,-0.95619792,,,,0.9919486206879586,0.9919486206879586,0.0
Wav2Vec2_Clipped,15,MerilainenCompiledSounds,No,0.97999400,0.05997298,-0.92002102,0.0,0.0909090909090909,0.0909090909090909,0.7666121288195329,0.7666121288195329,0.0
Wav2Vec2_Clipped,15,S&E,No,0.97999400,0.02351791,-0.95647609,0.0,0.1,0.1,0.33657310016841774,0.33657310016841774,0.0
Wav2Vec2_Clipped,15,UrbanSound,Yes,0.97999400,0.97999400,+0.00000000,,,,0.0012419414336847648,0.0012419414336847648,0.0
Wav2Vec2_Clipped,15,Wonjun_Yi,Yes,0.97999400,0.42178193,-0.55821207,,,,0.9976415070120291,0.9976415070120291,0.0
Wav2Vec2_Clipped,20,CalibrationDataset,No,0.97999400,0.02012932,-0.95986468,0.0,0.0,0.0,0.3793653615819558,0.3793653615819558,0.0
Wav2Vec2_Clipped,20,DronePrint,Yes,0.97999400,0.97999400,+0.00000000,,,,0.995438855338096,0.995438855338096,0.0
Wav2Vec2_Clipped,20,Emo,Yes,0.97999400,0.10513725,-0.87485675,,,,8.423663388142723e-05,8.423663388142723e-05,0.0
Wav2Vec2_Clipped,20,ESC-50,Yes,0.97999400,0.04632023,-0.93367377,,,,1.3526540977679297e-05,1.3526540977679297e-05,0.0
Wav2Vec2_Clipped,20,Fusion,No,0.97999400,0.65410230,-0.32589170,0.0,2.4365878024414606e-05,2.4365878024414606e-05,0.8852427311526784,0.8852427311526784,0.0
Wav2Vec2_Clipped,20,H-2,Yes,0.97999400,0.02721636,-0.95277764,,,,0.9928745726604957,0.9928745726604957,0.0
Wav2Vec2_Clipped,20,MerilainenCompiledSounds,No,0.97999400,0.03492543,-0.94506857,0.0,0.0909090909090909,0.0909090909090909,0.7690910117085363,0.7690910117085363,0.0
Wav2Vec2_Clipped,20,S&E,No,0.97999400,0.97999400,+0.00000000,0.0,0.0,0.0,0.3371329987786172,0.3371329987786172,0.0
Wav2Vec2_Clipped,20,UrbanSound,Yes,0.97999400,0.97999400,+0.00000000,,,,0.0002491538606987785,0.0002491538606987785,0.0
Wav2Vec2_Clipped,20,Wonjun_Yi,Yes,0.97999400,0.08045038,-0.89954362,,,,0.9976849935182871,0.9976849935182871,0.0
Wav2Vec2_Clipped,5,CalibrationDataset,No,0.00228136,0.03453670,+0.03225534,0.5514771709937332,0.0,-0.5514771709937332,0.37687167251802095,0.37687167251802095,0.0
Wav2Vec2_Clipped,5,DronePrint,Yes,0.00228136,0.02085550,+0.01857413,,,,0.9740555712233668,0.9740555712233668,0.0
Wav2Vec2_Clipped,5,Emo,Yes,0.00228136,0.10259761,+0.10031625,,,,0.0002647422362156753,0.0002647422362156753,0.0
Wav2Vec2_Clipped,5,ESC-50,Yes,0.00228136,0.07127132,+0.06898995,,,,7.03060997781478e-05,7.03060997781478e-05,0.0
Wav2Vec2_Clipped,5,Fusion,No,0.00228136,0.10259761,+0.10031625,0.9403832383352907,0.0,-0.9403832383352907,0.8814302435315469,0.8814302435315469,0.0
Wav2Vec2_Clipped,5,H-2,Yes,0.00228136,0.03998031,+0.03769895,,,,0.9773340793629663,0.9773340793629663,0.0
Wav2Vec2_Clipped,5,MerilainenCompiledSounds,No,0.00228136,0.02073188,+0.01845051,0.8750000000000001,0.25,-0.6250000000000001,0.753269476398363,0.753269476398363,0.0
Wav2Vec2_Clipped,5,S&E,No,0.00228136,0.03105331,+0.02877195,0.5066666666666666,0.09523809523809525,-0.41142857142857137,0.3311742568949202,0.3311742568949202,0.0
Wav2Vec2_Clipped,5,UrbanSound,Yes,0.00228136,0.71637285,+0.71409149,,,,0.00016338461078897482,0.00016338461078897482,0.0
Wav2Vec2_Clipped,5,Wonjun_Yi,Yes,0.00228136,0.00228136,+0.00000000,,,,0.9938418464359414,0.9938418464359414,0.0
Wav2Vec2_GaussianAndBandPass,1,CalibrationDataset,No,0.20276141,0.20114721,-0.00161420,0.8785834738617201,0.8793969849246231,0.0008135110629030606,0.25921769247298404,0.25921769247298404,0.0
Wav2Vec2_GaussianAndBandPass,1,DronePrint,Yes,0.20276141,0.18843219,-0.01432922,,,,0.620870562035047,0.620870562035047,0.0
Wav2Vec2_GaussianAndBandPass,1,Emo,Yes,0.20276141,0.21028538,+0.00752397,,,,0.0320584081325759,0.0320584081325759,0.0
Wav2Vec2_GaussianAndBandPass,1,ESC-50,Yes,0.20276141,0.22062266,+0.01786125,,,,0.03089391807042183,0.03089391807042183,0.0
Wav2Vec2_GaussianAndBandPass,1,Fusion,No,0.20276141,0.20137395,-0.00138746,0.9765118057782932,0.9774794176645049,0.000967611886211639,0.5591491330986182,0.5591491330986182,0.0
Wav2Vec2_GaussianAndBandPass,1,H-2,Yes,0.20276141,0.16319150,-0.03956991,,,,0.6592966689029057,0.6592966689029057,0.0
Wav2Vec2_GaussianAndBandPass,1,MerilainenCompiledSounds,No,0.20276141,0.17489877,-0.02786264,0.3076923076923077,0.8695652173913043,0.5618729096989966,0.5194407918684211,0.5194407918684211,0.0
Wav2Vec2_GaussianAndBandPass,1,S&E,No,0.20276141,0.17292975,-0.02983166,0.08,0.3823529411764706,0.3023529411764706,0.2505947285195697,0.2505947285195697,0.0
Wav2Vec2_GaussianAndBandPass,1,UrbanSound,Yes,0.20276141,0.22886382,+0.02610241,,,,0.03461575447727322,0.03461575447727322,0.0
Wav2Vec2_GaussianAndBandPass,1,Wonjun_Yi,Yes,0.20276141,0.19977175,-0.00298966,,,,0.624450624239922,0.624450624239922,0.0
Wav2Vec2_GaussianAndBandPass,10,CalibrationDataset,No,0.00554129,0.02057789,+0.01503661,0.5588639486944571,0.4707464694014795,-0.08811747929297759,0.35984742535704645,0.35984742535704645,0.0
Wav2Vec2_GaussianAndBandPass,10,DronePrint,Yes,0.00554129,0.05718284,+0.05164155,,,,0.8244972468872188,0.8244972468872188,0.0
Wav2Vec2_GaussianAndBandPass,10,Emo,Yes,0.00554129,0.18712027,+0.18157898,,,,0.0021202621637294783,0.0021202621637294783,0.0
Wav2Vec2_GaussianAndBandPass,10,ESC-50,Yes,0.00554129,0.21360774,+0.20806645,,,,0.0009340193330207385,0.0009340193330207385,0.0
Wav2Vec2_GaussianAndBandPass,10,Fusion,No,0.00554129,0.02000452,+0.01446323,0.846853164366751,0.1326356597358303,-0.7142175046309207,0.8694806767018344,0.8694806767018344,0.0
Wav2Vec2_GaussianAndBandPass,10,H-2,Yes,0.00554129,0.02001540,+0.01447411,,,,0.9553576328704011,0.9553576328704011,0.0
Wav2Vec2_GaussianAndBandPass,10,MerilainenCompiledSounds,No,0.00554129,0.02482921,+0.01928792,0.8510638297872339,0.6249999999999999,-0.22606382978723405,0.7337804725471386,0.7337804725471386,0.0
Wav2Vec2_GaussianAndBandPass,10,S&E,No,0.00554129,0.02377520,+0.01823392,0.5066666666666666,0.4081632653061224,-0.0985034013605442,0.3195035175889566,0.3195035175889566,0.0
Wav2Vec2_GaussianAndBandPass,10,UrbanSound,Yes,0.00554129,0.37159583,+0.36605454,,,,0.002732463303555626,0.002732463303555626,0.0
Wav2Vec2_GaussianAndBandPass,10,Wonjun_Yi,Yes,0.00554129,0.02000452,+0.01446323,,,,0.9804374891387065,0.9804374891387065,0.0
Wav2Vec2_GaussianAndBandPass,15,CalibrationDataset,No,0.00458697,0.04393937,+0.03935240,0.7636632200886263,0.0,-0.7636632200886263,0.37411027789881224,0.37411027789881224,0.0
Wav2Vec2_GaussianAndBandPass,15,DronePrint,Yes,0.00458697,0.02116715,+0.01658018,,,,0.9603768540343126,0.9603768540343126,0.0
Wav2Vec2_GaussianAndBandPass,15,Emo,Yes,0.00458697,0.04336475,+0.03877778,,,,8.597742258740952e-05,8.597742258740952e-05,0.0
Wav2Vec2_GaussianAndBandPass,15,ESC-50,Yes,0.00458697,0.05095213,+0.04636517,,,,3.713399817547058e-05,3.713399817547058e-05,0.0
Wav2Vec2_GaussianAndBandPass,15,Fusion,No,0.00458697,0.02028196,+0.01569499,0.3822609809387479,0.005037783375314861,-0.37722319756343303,0.8800639913299613,0.8800639913299613,0.0
Wav2Vec2_GaussianAndBandPass,15,H-2,Yes,0.00458697,0.02002970,+0.01544273,,,,0.9897089898464484,0.9897089898464484,0.0
Wav2Vec2_GaussianAndBandPass,15,MerilainenCompiledSounds,No,0.00458697,0.02351782,+0.01893085,0.6857142857142857,0.0909090909090909,-0.5948051948051948,0.7676727962810939,0.7676727962810939,0.0
Wav2Vec2_GaussianAndBandPass,15,S&E,No,0.00458697,0.02606501,+0.02147804,0.47826086956521735,0.08695652173913043,-0.3913043478260869,0.3339600395849513,0.3339600395849513,0.0
Wav2Vec2_GaussianAndBandPass,15,UrbanSound,Yes,0.00458697,0.12720366,+0.12261669,,,,0.00015357014214373665,0.00015357014214373665,0.0
Wav2Vec2_GaussianAndBandPass,15,Wonjun_Yi,Yes,0.00458697,0.02011337,+0.01552640,,,,0.9917596636324606,0.9917596636324606,0.0
Wav2Vec2_GaussianAndBandPass,20,CalibrationDataset,No,0.00183351,0.02562887,+0.02379536,0.6805929919137467,0.0,-0.6805929919137467,0.37878318460438826,0.37878318460438826,0.0
Wav2Vec2_GaussianAndBandPass,20,DronePrint,Yes,0.00183351,0.00183351,+0.00000000,,,,0.9889286320027079,0.9889286320027079,0.0
Wav2Vec2_GaussianAndBandPass,20,Emo,Yes,0.00183351,0.00183351,+0.00000000,,,,9.73741422534687e-06,9.73741422534687e-06,0.0
Wav2Vec2_GaussianAndBandPass,20,ESC-50,Yes,0.00183351,0.00183351,+0.00000000,,,,5.0880788585873324e-06,5.0880788585873324e-06,0.0
Wav2Vec2_GaussianAndBandPass,20,Fusion,No,0.00183351,0.03399141,+0.03215790,0.36420704431830997,0.0,-0.36420704431830997,0.884412545735147,0.884412545735147,0.0
Wav2Vec2_GaussianAndBandPass,20,H-2,Yes,0.00183351,0.00183351,+0.00000000,,,,0.9957453010523684,0.9957453010523684,0.0
Wav2Vec2_GaussianAndBandPass,20,MerilainenCompiledSounds,No,0.00183351,0.00183351,+0.00000000,0.7567567567567567,0.7567567567567567,0.0,0.7737923148464384,0.7737923148464384,0.0
Wav2Vec2_GaussianAndBandPass,20,S&E,No,0.00183351,0.00183351,+0.00000000,0.4150943396226416,0.4150943396226416,0.0,0.3373786642395573,0.3373786642395573,0.0
Wav2Vec2_GaussianAndBandPass,20,UrbanSound,Yes,0.00183351,0.05212225,+0.05028874,,,,1.5388267786709964e-05,1.5388267786709964e-05,0.0
Wav2Vec2_GaussianAndBandPass,20,Wonjun_Yi,Yes,0.00183351,0.02112235,+0.01928884,,,,0.9966257254389459,0.9966257254389459,0.0
Wav2Vec2_GaussianAndBandPass,5,CalibrationDataset,No,0.31621444,0.31621444,+0.00000000,0.7909090909090908,0.7909090909090908,0.0,0.22828413404179249,0.22828413404179249,0.0
Wav2Vec2_GaussianAndBandPass,5,DronePrint,Yes,0.31621444,0.42273960,+0.10652516,,,,0.2644306695520091,0.2644306695520091,0.0
Wav2Vec2_GaussianAndBandPass,5,Emo,Yes,0.31621444,0.55686630,+0.24065186,,,,0.0997337085933763,0.0997337085933763,0.0
Wav2Vec2_GaussianAndBandPass,5,ESC-50,Yes,0.31621444,0.67724340,+0.36102896,,,,0.07206047488669881,0.07206047488669881,0.0
Wav2Vec2_GaussianAndBandPass,5,Fusion,No,0.31621444,0.25915320,-0.05706124,0.6313269438335376,0.9471565056497503,0.3158295618162127,0.4294963069753066,0.4294963069753066,0.0
Wav2Vec2_GaussianAndBandPass,5,H-2,Yes,0.31621444,0.11058410,-0.20563034,,,,0.48337659443943687,0.48337659443943687,0.0
Wav2Vec2_GaussianAndBandPass,5,MerilainenCompiledSounds,No,0.31621444,0.27644494,-0.03976950,0.5333333333333333,0.888888888888889,0.3555555555555556,0.37508590442904943,0.37508590442904943,0.0
Wav2Vec2_GaussianAndBandPass,5,S&E,No,0.31621444,0.29292738,-0.02328706,0.43902439024390244,0.5666666666666667,0.1276422764227642,0.22182516054105483,0.22182516054105483,0.0
Wav2Vec2_GaussianAndBandPass,5,UrbanSound,Yes,0.31621444,0.75408530,+0.43787086,,,,0.09491653462232044,0.09491653462232044,0.0
Wav2Vec2_GaussianAndBandPass,5,Wonjun_Yi,Yes,0.31621444,0.24597615,-0.07023829,,,,0.4719899581944938,0.4719899581944938,0.0
Wav2Vec2_GaussianNoise,1,CalibrationDataset,No,0.30406919,0.30751356,+0.00344437,0.8952551477170995,0.8960573476702508,0.0008021999531513391,0.2227291074875729,0.2227291074875729,0.0
Wav2Vec2_GaussianNoise,1,DronePrint,Yes,0.30406919,0.24761128,-0.05645791,,,,0.5317079118541426,0.5317079118541426,0.0
Wav2Vec2_GaussianNoise,1,Emo,Yes,0.30406919,0.28876644,-0.01530275,,,,0.058299185251001445,0.058299185251001445,0.0
Wav2Vec2_GaussianNoise,1,ESC-50,Yes,0.30406919,0.30406919,+0.00000000,,,,0.05433414179554113,0.05433414179554113,0.0
Wav2Vec2_GaussianNoise,1,Fusion,No,0.30406919,0.30169960,-0.00236959,0.9770101369198929,0.9788152143587836,0.0018050774388906898,0.4317861894089631,0.4317861894089631,0.0
Wav2Vec2_GaussianNoise,1,H-2,Yes,0.30406919,0.17700614,-0.12706305,,,,0.5970674909343052,0.5970674909343052,0.0
Wav2Vec2_GaussianNoise,1,MerilainenCompiledSounds,No,0.30406919,0.20335680,-0.10071239,0.0,0.8936170212765957,0.8936170212765957,0.46988647640428005,0.46988647640428005,0.0
Wav2Vec2_GaussianNoise,1,S&E,No,0.30406919,0.21493737,-0.08913182,0.0,0.6333333333333334,0.6333333333333334,0.23032592345155845,0.23032592345155845,0.0
Wav2Vec2_GaussianNoise,1,UrbanSound,Yes,0.30406919,0.32692224,+0.02285305,,,,0.06488603383116089,0.06488603383116089,0.0
Wav2Vec2_GaussianNoise,1,Wonjun_Yi,Yes,0.30406919,0.29657903,-0.00749016,,,,0.47392140908299074,0.47392140908299074,0.0
Wav2Vec2_GaussianNoise,10,CalibrationDataset,No,0.02706548,0.02706548,+0.00000000,0.8350934199837531,0.8350934199837531,0.0,0.24762314864282603,0.24762314864282603,0.0
Wav2Vec2_GaussianNoise,10,DronePrint,Yes,0.02706548,0.02622270,-0.00084278,,,,0.8351505297124957,0.8351505297124957,0.0
Wav2Vec2_GaussianNoise,10,Emo,Yes,0.02706548,0.23052047,+0.20345499,,,,0.001301317095219311,0.001301317095219311,0.0
Wav2Vec2_GaussianNoise,10,ESC-50,Yes,0.02706548,0.35736367,+0.33029819,,,,0.0004026948305696062,0.0004026948305696062,0.0
Wav2Vec2_GaussianNoise,10,Fusion,No,0.02706548,0.02000113,-0.00706435,0.6484267681078137,0.7223560910307898,0.07392932292297605,0.8000325304302808,0.8000325304302808,0.0
Wav2Vec2_GaussianNoise,10,H-2,Yes,0.02706548,0.02002807,-0.00703740,,,,0.9749194870965546,0.9749194870965546,0.0
Wav2Vec2_GaussianNoise,10,MerilainenCompiledSounds,No,0.02706548,0.02706548,+0.00000000,0.32,0.32,0.0,0.750209644650444,0.750209644650444,0.0
Wav2Vec2_GaussianNoise,10,S&E,No,0.02706548,0.02706548,+0.00000000,0.3125,0.3125,0.0,0.32678310745524886,0.32678310745524886,0.0
Wav2Vec2_GaussianNoise,10,UrbanSound,Yes,0.02706548,0.90331405,+0.87624857,,,,0.00387639204359949,0.00387639204359949,0.0
Wav2Vec2_GaussianNoise,10,Wonjun_Yi,Yes,0.02706548,0.02000113,-0.00706435,,,,0.8982192359100368,0.8982192359100368,0.0
Wav2Vec2_GaussianNoise,15,CalibrationDataset,No,0.00406790,0.02028059,+0.01621268,0.7521079258010118,0.49344457687723486,-0.25866334892377696,0.36692989782341634,0.36692989782341634,0.0
Wav2Vec2_GaussianNoise,15,DronePrint,Yes,0.00406790,0.02360072,+0.01953282,,,,0.9829589145682807,0.9829589145682807,0.0
Wav2Vec2_GaussianNoise,15,Emo,Yes,0.00406790,0.02898248,+0.02491458,,,,2.9226704298586155e-05,2.9226704298586155e-05,0.0
Wav2Vec2_GaussianNoise,15,ESC-50,Yes,0.00406790,0.03968929,+0.03562139,,,,7.525091332931252e-06,7.525091332931252e-06,0.0
Wav2Vec2_GaussianNoise,15,Fusion,No,0.00406790,0.02000150,+0.01593360,0.39253234892618866,0.06503682439586814,-0.3274955245303205,0.8796440413083088,0.8796440413083088,0.0
Wav2Vec2_GaussianNoise,15,H-2,Yes,0.00406790,0.02038399,+0.01631609,,,,0.9955733323534367,0.9955733323534367,0.0
Wav2Vec2_GaussianNoise,15,MerilainenCompiledSounds,No,0.00406790,0.00406790,+0.00000000,0.3846153846153846,0.3846153846153846,0.0,0.7726382477746347,0.7726382477746347,0.0
Wav2Vec2_GaussianNoise,15,S&E,No,0.00406790,0.02146932,+0.01740142,0.3157894736842105,0.0,-0.3157894736842105,0.3368107969882318,0.3368107969882318,0.0
