Model,Epoch,Dataset,Is_Single_Class,Calibrated_Threshold,Optimized_Threshold,Threshold_Diff,Calibrated_F1,Optimized_F1,F1_Improvement,Calibrated_Brier,Optimized_Brier,Brier_Improvement
Wav2Vec2_BandPassSurefire,15,H-2,Yes,0.00466282,0.02028028,+0.01561746,nan,nan,+nan,0.9895,0.9895,+0.0000
Wav2Vec2_BandPassSurefire,15,Authors,No,0.00466282,0.00466282,+0.00000000,0.6250,0.6250,+0.0000,0.7683,0.7683,+0.0000
Wav2Vec2_BandPassSurefire,15,S&E,No,0.00466282,0.02042576,+0.01576294,0.4737,0.0000,-0.4737,0.3348,0.3348,+0.0000
Wav2Vec2_BandPassSurefire,15,UrbanSound,Yes,0.00466282,0.06612060,+0.06145778,nan,nan,+nan,0.0000,0.0000,+0.0000
Wav2Vec2_BandPassSurefire,15,Wonjun_Yi,Yes,0.00466282,0.02502688,+0.02036406,nan,nan,+nan,0.9889,0.9889,+0.0000
Wav2Vec2_BandPassSurefire,20,CalibrationDataset,No,0.00160137,0.00160137,+0.00000000,0.7312,0.7312,+0.0000,0.3786,0.3786,+0.0000
Wav2Vec2_BandPassSurefire,20,DronePrint,Yes,0.00160137,0.00160137,+0.00000000,nan,nan,+nan,0.9908,0.9908,+0.0000
Wav2Vec2_BandPassSurefire,20,Emo,Yes,0.00160137,0.00160137,+0.00000000,nan,nan,+nan,0.0000,0.0000,+0.0000
Wav2Vec2_BandPassSurefire,20,ESC-50,Yes,0.00160137,0.00160137,+0.00000000,nan,nan,+nan,0.0000,0.0000,+0.0000
Wav2Vec2_BandPassSurefire,20,Fusion,No,0.00160137,0.02217830,+0.02057693,0.5133,0.0000,-0.5133,0.8846,0.8846,+0.0000
Wav2Vec2_BandPassSurefire,20,H-2,Yes,0.00160137,0.00160137,+0.00000000,nan,nan,+nan,0.9960,0.9960,+0.0000
Wav2Vec2_BandPassSurefire,20,Authors,No,0.00160137,0.00160137,+0.00000000,0.6667,0.6667,+0.0000,0.7742,0.7742,+0.0000
Wav2Vec2_BandPassSurefire,20,S&E,No,0.00160137,0.00160137,+0.00000000,0.4390,0.4390,+0.0000,0.3377,0.3377,+0.0000
Wav2Vec2_BandPassSurefire,20,UrbanSound,Yes,0.00160137,0.02217830,+0.02057693,nan,nan,+nan,0.0000,0.0000,+0.0000
Wav2Vec2_BandPassSurefire,20,Wonjun_Yi,Yes,0.00160137,0.00160137,+0.00000000,nan,nan,+nan,0.9968,0.9968,+0.0000
Wav2Vec2_BandPassSurefire,5,CalibrationDataset,No,0.33254519,0.33254519,+0.00000000,0.8585,0.8585,+0.0000,0.1332,0.1332,+0.0000
Wav2Vec2_BandPassSurefire,5,DronePrint,Yes,0.33254519,0.41288492,+0.08033973,nan,nan,+nan,0.1576,0.1576,+0.0000
Wav2Vec2_BandPassSurefire,5,Emo,Yes,0.33254519,0.74277170,+0.41022651,nan,nan,+nan,0.0429,0.0429,+0.0000
Wav2Vec2_BandPassSurefire,5,ESC-50,Yes,0.33254519,0.80132955,+0.46878436,nan,nan,+nan,0.0207,0.0207,+0.0000
Wav2Vec2_BandPassSurefire,5,Fusion,No,0.33254519,0.06810170,-0.26444349,0.6185,0.9583,+0.3399,0.4281,0.4281,+0.0000
Wav2Vec2_BandPassSurefire,5,H-2,Yes,0.33254519,0.02020855,-0.31233664,nan,nan,+nan,0.6735,0.6735,+0.0000
Wav2Vec2_BandPassSurefire,5,Authors,No,0.33254519,0.05531185,-0.27723334,0.3846,0.8936,+0.5090,0.4685,0.4685,+0.0000
Wav2Vec2_BandPassSurefire,5,S&E,No,0.33254519,0.07910314,-0.25344206,0.3448,0.6909,+0.3461,0.2317,0.2317,+0.0000
Wav2Vec2_BandPassSurefire,5,UrbanSound,Yes,0.33254519,0.87759360,+0.54504841,nan,nan,+nan,0.0391,0.0391,+0.0000
Wav2Vec2_BandPassSurefire,5,Wonjun_Yi,Yes,0.33254519,0.02041239,-0.31213280,nan,nan,+nan,0.4702,0.4702,+0.0000
Wav2Vec2_Clipped,1,CalibrationDataset,No,0.12388600,0.12388600,+0.00000000,0.2305,0.2305,+0.0000,0.3398,0.3398,+0.0000
Wav2Vec2_Clipped,1,DronePrint,Yes,0.12388600,0.14661106,+0.02272506,nan,nan,+nan,0.3667,0.3667,+0.0000
Wav2Vec2_Clipped,1,Emo,Yes,0.12388600,0.39353040,+0.26964440,nan,nan,+nan,0.0210,0.0210,+0.0000
Wav2Vec2_Clipped,1,ESC-50,Yes,0.12388600,0.77754414,+0.65365814,nan,nan,+nan,0.0095,0.0095,+0.0000
Wav2Vec2_Clipped,1,Fusion,No,0.12388600,0.07747337,-0.04641263,0.0561,0.0676,+0.0115,0.8260,0.8260,+0.0000
Wav2Vec2_Clipped,1,H-2,Yes,0.12388600,0.04355912,-0.08032688,nan,nan,+nan,0.6357,0.6357,+0.0000
Wav2Vec2_Clipped,1,Authors,No,0.12388600,0.14290560,+0.01901960,0.8000,0.8372,+0.0372,0.4602,0.4602,+0.0000
Wav2Vec2_Clipped,1,S&E,No,0.12388600,0.12388600,+0.00000000,0.4615,0.4615,+0.0000,0.2467,0.2467,+0.0000
Wav2Vec2_Clipped,1,UrbanSound,Yes,0.12388600,0.50448400,+0.38059800,nan,nan,+nan,0.0103,0.0103,+0.0000
Wav2Vec2_Clipped,1,Wonjun_Yi,Yes,0.12388600,0.02685221,-0.09703379,nan,nan,+nan,0.9410,0.9410,+0.0000
Wav2Vec2_Clipped,10,CalibrationDataset,No,0.97999400,0.02724739,-0.95274661,0.0000,0.0000,+0.0000,0.3789,0.3789,+0.0000
Wav2Vec2_Clipped,10,DronePrint,Yes,0.97999400,0.97999400,+0.00000000,nan,nan,+nan,0.9902,0.9902,+0.0000
Wav2Vec2_Clipped,10,Emo,Yes,0.97999400,0.12644571,-0.85354829,nan,nan,+nan,0.0001,0.0001,+0.0000
Wav2Vec2_Clipped,10,ESC-50,Yes,0.97999400,0.07027406,-0.90971994,nan,nan,+nan,0.0000,0.0000,+0.0000
Wav2Vec2_Clipped,10,Fusion,No,0.97999400,0.20400718,-0.77598682,0.0000,0.0000,+0.0000,0.8846,0.8846,+0.0000
Wav2Vec2_Clipped,10,H-2,Yes,0.97999400,0.02520793,-0.95478607,nan,nan,+nan,0.9890,0.9890,+0.0000
Wav2Vec2_Clipped,10,Authors,No,0.97999400,0.04685670,-0.93313730,0.0000,0.0909,+0.0909,0.7647,0.7647,+0.0000
Wav2Vec2_Clipped,10,S&E,No,0.97999400,0.02796679,-0.95202721,0.0000,0.1000,+0.1000,0.3355,0.3355,+0.0000
Wav2Vec2_Clipped,10,UrbanSound,Yes,0.97999400,0.97999400,+0.00000000,nan,nan,+nan,0.0003,0.0003,+0.0000
Wav2Vec2_Clipped,10,Wonjun_Yi,Yes,0.97999400,0.03433069,-0.94566331,nan,nan,+nan,0.9971,0.9971,+0.0000
Wav2Vec2_Clipped,15,CalibrationDataset,No,0.97999400,0.02356153,-0.95643247,0.0000,0.0032,+0.0032,0.3793,0.3793,+0.0000
Wav2Vec2_Clipped,15,DronePrint,Yes,0.97999400,0.97999400,+0.00000000,nan,nan,+nan,0.9946,0.9946,+0.0000
Wav2Vec2_Clipped,15,Emo,Yes,0.97999400,0.26665230,-0.71334170,nan,nan,+nan,0.0003,0.0003,+0.0000
Wav2Vec2_Clipped,15,ESC-50,Yes,0.97999400,0.15197162,-0.82802238,nan,nan,+nan,0.0000,0.0000,+0.0000
Wav2Vec2_Clipped,15,Fusion,No,0.97999400,0.42178193,-0.55821207,0.0000,0.0000,+0.0000,0.8853,0.8853,+0.0000
Wav2Vec2_Clipped,15,H-2,Yes,0.97999400,0.02379608,-0.95619792,nan,nan,+nan,0.9919,0.9919,+0.0000
Wav2Vec2_Clipped,15,Authors,No,0.97999400,0.05997298,-0.92002102,0.0000,0.0909,+0.0909,0.7666,0.7666,+0.0000
Wav2Vec2_Clipped,15,S&E,No,0.97999400,0.02351791,-0.95647609,0.0000,0.1000,+0.1000,0.3366,0.3366,+0.0000
Wav2Vec2_Clipped,15,UrbanSound,Yes,0.97999400,0.97999400,+0.00000000,nan,nan,+nan,0.0012,0.0012,+0.0000
Wav2Vec2_Clipped,15,Wonjun_Yi,Yes,0.97999400,0.42178193,-0.55821207,nan,nan,+nan,0.9976,0.9976,+0.0000
Wav2Vec2_Clipped,20,CalibrationDataset,No,0.97999400,0.02012932,-0.95986468,0.0000,0.0000,+0.0000,0.3794,0.3794,+0.0000
Wav2Vec2_Clipped,20,DronePrint,Yes,0.97999400,0.97999400,+0.00000000,nan,nan,+nan,0.9954,0.9954,+0.0000
Wav2Vec2_Clipped,20,Emo,Yes,0.97999400,0.10513725,-0.87485675,nan,nan,+nan,0.0001,0.0001,+0.0000
Wav2Vec2_Clipped,20,ESC-50,Yes,0.97999400,0.04632023,-0.93367377,nan,nan,+nan,0.0000,0.0000,+0.0000
Wav2Vec2_Clipped,20,Fusion,No,0.97999400,0.65410230,-0.32589170,0.0000,0.0000,+0.0000,0.8852,0.8852,+0.0000
Wav2Vec2_Clipped,20,H-2,Yes,0.97999400,0.02721636,-0.95277764,nan,nan,+nan,0.9929,0.9929,+0.0000
Wav2Vec2_Clipped,20,Authors,No,0.97999400,0.03492543,-0.94506857,0.0000,0.0909,+0.0909,0.7691,0.7691,+0.0000
Wav2Vec2_Clipped,20,S&E,No,0.97999400,0.97999400,+0.00000000,0.0000,0.0000,+0.0000,0.3371,0.3371,+0.0000
Wav2Vec2_Clipped,20,UrbanSound,Yes,0.97999400,0.97999400,+0.00000000,nan,nan,+nan,0.0002,0.0002,+0.0000
Wav2Vec2_Clipped,20,Wonjun_Yi,Yes,0.97999400,0.08045038,-0.89954362,nan,nan,+nan,0.9977,0.9977,+0.0000
Wav2Vec2_Clipped,5,CalibrationDataset,No,0.00228136,0.03453670,+0.03225534,0.5515,0.0000,-0.5515,0.3769,0.3769,+0.0000
Wav2Vec2_Clipped,5,DronePrint,Yes,0.00228136,0.02085550,+0.01857413,nan,nan,+nan,0.9741,0.9741,+0.0000
Wav2Vec2_Clipped,5,Emo,Yes,0.00228136,0.10259761,+0.10031625,nan,nan,+nan,0.0003,0.0003,+0.0000
Wav2Vec2_Clipped,5,ESC-50,Yes,0.00228136,0.07127132,+0.06898995,nan,nan,+nan,0.0001,0.0001,+0.0000
Wav2Vec2_Clipped,5,Fusion,No,0.00228136,0.10259761,+0.10031625,0.9404,0.0000,-0.9404,0.8814,0.8814,+0.0000
Wav2Vec2_Clipped,5,H-2,Yes,0.00228136,0.03998031,+0.03769895,nan,nan,+nan,0.9773,0.9773,+0.0000
Wav2Vec2_Clipped,5,Authors,No,0.00228136,0.02073188,+0.01845051,0.8750,0.2500,-0.6250,0.7533,0.7533,+0.0000
Wav2Vec2_Clipped,5,S&E,No,0.00228136,0.03105331,+0.02877195,0.5067,0.0952,-0.4114,0.3312,0.3312,+0.0000
Wav2Vec2_Clipped,5,UrbanSound,Yes,0.00228136,0.71637285,+0.71409149,nan,nan,+nan,0.0002,0.0002,+0.0000
Wav2Vec2_Clipped,5,Wonjun_Yi,Yes,0.00228136,0.00228136,+0.00000000,nan,nan,+nan,0.9938,0.9938,+0.0000
Wav2Vec2_GaussianAndBandPass,1,CalibrationDataset,No,0.20276141,0.20114721,-0.00161420,0.8786,0.8794,+0.0008,0.2592,0.2592,+0.0000
Wav2Vec2_GaussianAndBandPass,1,DronePrint,Yes,0.20276141,0.18843219,-0.01432922,nan,nan,+nan,0.6209,0.6209,+0.0000
Wav2Vec2_GaussianAndBandPass,1,Emo,Yes,0.20276141,0.21028538,+0.00752397,nan,nan,+nan,0.0321,0.0321,+0.0000
Wav2Vec2_GaussianAndBandPass,1,ESC-50,Yes,0.20276141,0.22062266,+0.01786125,nan,nan,+nan,0.0309,0.0309,+0.0000
Wav2Vec2_GaussianAndBandPass,1,Fusion,No,0.20276141,0.20137395,-0.00138746,0.9765,0.9775,+0.0010,0.5591,0.5591,+0.0000
Wav2Vec2_GaussianAndBandPass,1,H-2,Yes,0.20276141,0.16319150,-0.03956991,nan,nan,+nan,0.6593,0.6593,+0.0000
Wav2Vec2_GaussianAndBandPass,1,Authors,No,0.20276141,0.17489877,-0.02786264,0.3077,0.8696,+0.5619,0.5194,0.5194,+0.0000
Wav2Vec2_GaussianAndBandPass,1,S&E,No,0.20276141,0.17292975,-0.02983166,0.0800,0.3824,+0.3024,0.2506,0.2506,+0.0000
Wav2Vec2_GaussianAndBandPass,1,UrbanSound,Yes,0.20276141,0.22886382,+0.02610241,nan,nan,+nan,0.0346,0.0346,+0.0000
Wav2Vec2_GaussianAndBandPass,1,Wonjun_Yi,Yes,0.20276141,0.19977175,-0.00298966,nan,nan,+nan,0.6245,0.6245,+0.0000
Wav2Vec2_GaussianAndBandPass,10,CalibrationDataset,No,0.00554129,0.02057789,+0.01503661,0.5589,0.4707,-0.0881,0.3598,0.3598,+0.0000
Wav2Vec2_GaussianAndBandPass,10,DronePrint,Yes,0.00554129,0.05718284,+0.05164155,nan,nan,+nan,0.8245,0.8245,+0.0000
Wav2Vec2_GaussianAndBandPass,10,Emo,Yes,0.00554129,0.18712027,+0.18157898,nan,nan,+nan,0.0021,0.0021,+0.0000
Wav2Vec2_GaussianAndBandPass,10,ESC-50,Yes,0.00554129,0.21360774,+0.20806645,nan,nan,+nan,0.0009,0.0009,+0.0000
Wav2Vec2_GaussianAndBandPass,10,Fusion,No,0.00554129,0.02000452,+0.01446323,0.8469,0.1326,-0.7142,0.8695,0.8695,+0.0000
Wav2Vec2_GaussianAndBandPass,10,H-2,Yes,0.00554129,0.02001540,+0.01447411,nan,nan,+nan,0.9554,0.9554,+0.0000
Wav2Vec2_GaussianAndBandPass,10,Authors,No,0.00554129,0.02482921,+0.01928792,0.8511,0.6250,-0.2261,0.7338,0.7338,+0.0000
Wav2Vec2_GaussianAndBandPass,10,S&E,No,0.00554129,0.02377520,+0.01823392,0.5067,0.4082,-0.0985,0.3195,0.3195,+0.0000
Wav2Vec2_GaussianAndBandPass,10,UrbanSound,Yes,0.00554129,0.37159583,+0.36605454,nan,nan,+nan,0.0027,0.0027,+0.0000
Wav2Vec2_GaussianAndBandPass,10,Wonjun_Yi,Yes,0.00554129,0.02000452,+0.01446323,nan,nan,+nan,0.9804,0.9804,+0.0000
Wav2Vec2_GaussianAndBandPass,15,CalibrationDataset,No,0.00458697,0.04393937,+0.03935240,0.7637,0.0000,-0.7637,0.3741,0.3741,+0.0000
Wav2Vec2_GaussianAndBandPass,15,DronePrint,Yes,0.00458697,0.02116715,+0.01658018,nan,nan,+nan,0.9604,0.9604,+0.0000
Wav2Vec2_GaussianAndBandPass,15,Emo,Yes,0.00458697,0.04336475,+0.03877778,nan,nan,+nan,0.0001,0.0001,+0.0000
Wav2Vec2_GaussianAndBandPass,15,ESC-50,Yes,0.00458697,0.05095213,+0.04636517,nan,nan,+nan,0.0000,0.0000,+0.0000
Wav2Vec2_GaussianAndBandPass,15,Fusion,No,0.00458697,0.02028196,+0.01569499,0.3823,0.0050,-0.3772,0.8801,0.8801,+0.0000
Wav2Vec2_GaussianAndBandPass,15,H-2,Yes,0.00458697,0.02002970,+0.01544273,nan,nan,+nan,0.9897,0.9897,+0.0000
Wav2Vec2_GaussianAndBandPass,15,Authors,No,0.00458697,0.02351782,+0.01893085,0.6857,0.0909,-0.5948,0.7677,0.7677,+0.0000
Wav2Vec2_GaussianAndBandPass,15,S&E,No,0.00458697,0.02606501,+0.02147804,0.4783,0.0870,-0.3913,0.3340,0.3340,+0.0000
Wav2Vec2_GaussianAndBandPass,15,UrbanSound,Yes,0.00458697,0.12720366,+0.12261669,nan,nan,+nan,0.0002,0.0002,+0.0000
Wav2Vec2_GaussianAndBandPass,15,Wonjun_Yi,Yes,0.00458697,0.02011337,+0.01552640,nan,nan,+nan,0.9918,0.9918,+0.0000
Wav2Vec2_GaussianAndBandPass,20,CalibrationDataset,No,0.00183351,0.02562887,+0.02379536,0.6806,0.0000,-0.6806,0.3788,0.3788,+0.0000
Wav2Vec2_GaussianAndBandPass,20,DronePrint,Yes,0.00183351,0.00183351,+0.00000000,nan,nan,+nan,0.9889,0.9889,+0.0000
Wav2Vec2_GaussianAndBandPass,20,Emo,Yes,0.00183351,0.00183351,+0.00000000,nan,nan,+nan,0.0000,0.0000,+0.0000
Wav2Vec2_GaussianAndBandPass,20,ESC-50,Yes,0.00183351,0.00183351,+0.00000000,nan,nan,+nan,0.0000,0.0000,+0.0000
Wav2Vec2_GaussianAndBandPass,20,Fusion,No,0.00183351,0.03399141,+0.03215790,0.3642,0.0000,-0.3642,0.8844,0.8844,+0.0000
Wav2Vec2_GaussianAndBandPass,20,H-2,Yes,0.00183351,0.00183351,+0.00000000,nan,nan,+nan,0.9957,0.9957,+0.0000
Wav2Vec2_GaussianAndBandPass,20,Authors,No,0.00183351,0.00183351,+0.00000000,0.7568,0.7568,+0.0000,0.7738,0.7738,+0.0000
Wav2Vec2_GaussianAndBandPass,20,S&E,No,0.00183351,0.00183351,+0.00000000,0.4151,0.4151,+0.0000,0.3374,0.3374,+0.0000
Wav2Vec2_GaussianAndBandPass,20,UrbanSound,Yes,0.00183351,0.05212225,+0.05028874,nan,nan,+nan,0.0000,0.0000,+0.0000
Wav2Vec2_GaussianAndBandPass,20,Wonjun_Yi,Yes,0.00183351,0.02112235,+0.01928884,nan,nan,+nan,0.9966,0.9966,+0.0000
Wav2Vec2_GaussianAndBandPass,5,CalibrationDataset,No,0.31621444,0.31621444,+0.00000000,0.7909,0.7909,+0.0000,0.2283,0.2283,+0.0000
Wav2Vec2_GaussianAndBandPass,5,DronePrint,Yes,0.31621444,0.42273960,+0.10652516,nan,nan,+nan,0.2644,0.2644,+0.0000
Wav2Vec2_GaussianAndBandPass,5,Emo,Yes,0.31621444,0.55686630,+0.24065186,nan,nan,+nan,0.0997,0.0997,+0.0000
Wav2Vec2_GaussianAndBandPass,5,ESC-50,Yes,0.31621444,0.67724340,+0.36102896,nan,nan,+nan,0.0721,0.0721,+0.0000
Wav2Vec2_GaussianAndBandPass,5,Fusion,No,0.31621444,0.25915320,-0.05706124,0.6313,0.9472,+0.3158,0.4295,0.4295,+0.0000
Wav2Vec2_GaussianAndBandPass,5,H-2,Yes,0.31621444,0.11058410,-0.20563034,nan,nan,+nan,0.4834,0.4834,+0.0000
Wav2Vec2_GaussianAndBandPass,5,Authors,No,0.31621444,0.27644494,-0.03976950,0.5333,0.8889,+0.3556,0.3751,0.3751,+0.0000
Wav2Vec2_GaussianAndBandPass,5,S&E,No,0.31621444,0.29292738,-0.02328706,0.4390,0.5667,+0.1276,0.2218,0.2218,+0.0000
Wav2Vec2_GaussianAndBandPass,5,UrbanSound,Yes,0.31621444,0.75408530,+0.43787086,nan,nan,+nan,0.0949,0.0949,+0.0000
Wav2Vec2_GaussianAndBandPass,5,Wonjun_Yi,Yes,0.31621444,0.24597615,-0.07023829,nan,nan,+nan,0.4720,0.4720,+0.0000
Wav2Vec2_GaussianNoise,1,CalibrationDataset,No,0.30406919,0.30751356,+0.00344437,0.8953,0.8961,+0.0008,0.2227,0.2227,+0.0000
Wav2Vec2_GaussianNoise,1,DronePrint,Yes,0.30406919,0.24761128,-0.05645791,nan,nan,+nan,0.5317,0.5317,+0.0000
Wav2Vec2_GaussianNoise,1,Emo,Yes,0.30406919,0.28876644,-0.01530275,nan,nan,+nan,0.0583,0.0583,+0.0000
Wav2Vec2_GaussianNoise,1,ESC-50,Yes,0.30406919,0.30406919,+0.00000000,nan,nan,+nan,0.0543,0.0543,+0.0000
Wav2Vec2_GaussianNoise,1,Fusion,No,0.30406919,0.30169960,-0.00236959,0.9770,0.9788,+0.0018,0.4318,0.4318,+0.0000
Wav2Vec2_GaussianNoise,1,H-2,Yes,0.30406919,0.17700614,-0.12706305,nan,nan,+nan,0.5971,0.5971,+0.0000
Wav2Vec2_GaussianNoise,1,Authors,No,0.30406919,0.20335680,-0.10071239,0.0000,0.8936,+0.8936,0.4699,0.4699,+0.0000
Wav2Vec2_GaussianNoise,1,S&E,No,0.30406919,0.21493737,-0.08913182,0.0000,0.6333,+0.6333,0.2303,0.2303,+0.0000
Wav2Vec2_GaussianNoise,1,UrbanSound,Yes,0.30406919,0.32692224,+0.02285305,nan,nan,+nan,0.0649,0.0649,+0.0000
Wav2Vec2_GaussianNoise,1,Wonjun_Yi,Yes,0.30406919,0.29657903,-0.00749016,nan,nan,+nan,0.4739,0.4739,+0.0000
Wav2Vec2_GaussianNoise,10,CalibrationDataset,No,0.02706548,0.02706548,+0.00000000,0.8351,0.8351,+0.0000,0.2476,0.2476,+0.0000
Wav2Vec2_GaussianNoise,10,DronePrint,Yes,0.02706548,0.02622270,-0.00084278,nan,nan,+nan,0.8352,0.8352,+0.0000
Wav2Vec2_GaussianNoise,10,Emo,Yes,0.02706548,0.23052047,+0.20345499,nan,nan,+nan,0.0013,0.0013,+0.0000
Wav2Vec2_GaussianNoise,10,ESC-50,Yes,0.02706548,0.35736367,+0.33029819,nan,nan,+nan,0.0004,0.0004,+0.0000
Wav2Vec2_GaussianNoise,10,Fusion,No,0.02706548,0.02000113,-0.00706435,0.6484,0.7224,+0.0739,0.8000,0.8000,+0.0000
Wav2Vec2_GaussianNoise,10,H-2,Yes,0.02706548,0.02002807,-0.00703740,nan,nan,+nan,0.9749,0.9749,+0.0000
Wav2Vec2_GaussianNoise,10,Authors,No,0.02706548,0.02706548,+0.00000000,0.3200,0.3200,+0.0000,0.7502,0.7502,+0.0000
Wav2Vec2_GaussianNoise,10,S&E,No,0.02706548,0.02706548,+0.00000000,0.3125,0.3125,+0.0000,0.3268,0.3268,+0.0000
Wav2Vec2_GaussianNoise,10,UrbanSound,Yes,0.02706548,0.90331405,+0.87624857,nan,nan,+nan,0.0039,0.0039,+0.0000
Wav2Vec2_GaussianNoise,10,Wonjun_Yi,Yes,0.02706548,0.02000113,-0.00706435,nan,nan,+nan,0.8982,0.8982,+0.0000
Wav2Vec2_GaussianNoise,15,CalibrationDataset,No,0.00406790,0.02028059,+0.01621268,0.7521,0.4934,-0.2587,0.3669,0.3669,+0.0000
Wav2Vec2_GaussianNoise,15,DronePrint,Yes,0.00406790,0.02360072,+0.01953282,nan,nan,+nan,0.9830,0.9830,+0.0000
Wav2Vec2_GaussianNoise,15,Emo,Yes,0.00406790,0.02898248,+0.02491458,nan,nan,+nan,0.0000,0.0000,+0.0000
Wav2Vec2_GaussianNoise,15,ESC-50,Yes,0.00406790,0.03968929,+0.03562139,nan,nan,+nan,0.0000,0.0000,+0.0000
Wav2Vec2_GaussianNoise,15,Fusion,No,0.00406790,0.02000150,+0.01593360,0.3925,0.0650,-0.3275,0.8796,0.8796,+0.0000
Wav2Vec2_GaussianNoise,15,H-2,Yes,0.00406790,0.02038399,+0.01631609,nan,nan,+nan,0.9956,0.9956,+0.0000
Wav2Vec2_GaussianNoise,15,Authors,No,0.00406790,0.00406790,+0.00000000,0.3846,0.3846,+0.0000,0.7726,0.7726,+0.0000
Wav2Vec2_GaussianNoise,15,S&E,No,0.00406790,0.02146932,+0.01740142,0.3158,0.0000,-0.3158,0.3368,0.3368,+0.0000
Wav2Vec2_GaussianNoise,15,UrbanSound,Yes,0.00406790,0.70098877,+0.69692087,nan,nan,+nan,0.0002,0.0002,+0.0000
Wav2Vec2_GaussianNoise,15,Wonjun_Yi,Yes,0.00406790,0.02000150,+0.01593360,nan,nan,+nan,0.9910,0.9910,+0.0000
Wav2Vec2_GaussianNoise,20,CalibrationDataset,No,0.00063056,0.00063056,+0.00000000,0.5548,0.5548,+0.0000,0.3794,0.3794,+0.0000
Wav2Vec2_GaussianNoise,20,DronePrint,Yes,0.00063056,0.00063056,+0.00000000,nan,nan,+nan,0.9961,0.9961,+0.0000
Wav2Vec2_GaussianNoise,20,Emo,Yes,0.00063056,0.00063056,+0.00000000,nan,nan,+nan,0.0000,0.0000,+0.0000
Wav2Vec2_GaussianNoise,20,ESC-50,Yes,0.00063056,0.00063056,+0.00000000,nan,nan,+nan,0.0000,0.0000,+0.0000
Wav2Vec2_GaussianNoise,20,Fusion,No,0.00063056,0.06537316,+0.06474260,0.7640,0.0000,-0.7640,0.8860,0.8860,+0.0000
Wav2Vec2_GaussianNoise,20,H-2,Yes,0.00063056,0.00063056,+0.00000000,nan,nan,+nan,0.9983,0.9983,+0.0000
Wav2Vec2_GaussianNoise,20,Authors,No,0.00063056,0.00063056,+0.00000000,0.8750,0.8750,+0.0000,0.7760,0.7760,+0.0000
Wav2Vec2_GaussianNoise,20,S&E,No,0.00063056,0.00063056,+0.00000000,0.5067,0.5067,+0.0000,0.3385,0.3385,+0.0000
Wav2Vec2_GaussianNoise,20,UrbanSound,Yes,0.00063056,0.18184866,+0.18121810,nan,nan,+nan,0.0000,0.0000,+0.0000
Wav2Vec2_GaussianNoise,20,Wonjun_Yi,Yes,0.00063056,0.02065826,+0.02002770,nan,nan,+nan,0.9984,0.9984,+0.0000
Wav2Vec2_GaussianNoise,5,CalibrationDataset,No,0.54113591,0.54257840,+0.00144249,0.8537,0.8537,+0.0000,0.1019,0.1019,+0.0000
Wav2Vec2_GaussianNoise,5,DronePrint,Yes,0.54113591,0.23767711,-0.30345880,nan,nan,+nan,0.2706,0.2706,+0.0000
Wav2Vec2_GaussianNoise,5,Emo,Yes,0.54113591,0.69699300,+0.15585709,nan,nan,+nan,0.0268,0.0268,+0.0000
Wav2Vec2_GaussianNoise,5,ESC-50,Yes,0.54113591,0.82052470,+0.27938879,nan,nan,+nan,0.0108,0.0108,+0.0000
Wav2Vec2_GaussianNoise,5,Fusion,No,0.54113591,0.02734187,-0.51379404,0.6548,0.9705,+0.3157,0.2762,0.2762,+0.0000
Wav2Vec2_GaussianNoise,5,H-2,Yes,0.54113591,0.02004213,-0.52109378,nan,nan,+nan,0.8492,0.8492,+0.0000
Wav2Vec2_GaussianNoise,5,Authors,No,0.54113591,0.10285112,-0.43828479,0.0000,0.5000,+0.5000,0.6100,0.6100,+0.0000
Wav2Vec2_GaussianNoise,5,S&E,No,0.54113591,0.11563919,-0.42549672,0.0870,0.4571,+0.3702,0.2916,0.2916,+0.0000
Wav2Vec2_GaussianNoise,5,UrbanSound,Yes,0.54113591,0.86745596,+0.32632005,nan,nan,+nan,0.0322,0.0322,+0.0000
Wav2Vec2_GaussianNoise,5,Wonjun_Yi,Yes,0.54113591,0.02015315,-0.52098276,nan,nan,+nan,0.2864,0.2864,+0.0000
Wav2Vec2_Vanilla,1,CalibrationDataset,No,0.32823363,0.32823363,+0.00000000,0.8604,0.8604,+0.0000,0.2038,0.2038,+0.0000
Wav2Vec2_Vanilla,1,DronePrint,Yes,0.32823363,0.28445908,-0.04377455,nan,nan,+nan,0.4551,0.4551,+0.0000
Wav2Vec2_Vanilla,1,Emo,Yes,0.32823363,0.32835868,+0.00012505,nan,nan,+nan,0.0623,0.0623,+0.0000
Wav2Vec2_Vanilla,1,ESC-50,Yes,0.32823363,0.39795540,+0.06972177,nan,nan,+nan,0.0492,0.0492,+0.0000
Wav2Vec2_Vanilla,1,Fusion,No,0.32823363,0.28658970,-0.04164393,0.7535,0.9746,+0.2210,0.4035,0.4035,+0.0000
Wav2Vec2_Vanilla,1,H-2,Yes,0.32823363,0.18360016,-0.14463347,nan,nan,+nan,0.5596,0.5596,+0.0000
Wav2Vec2_Vanilla,1,Authors,No,0.32823363,0.22692542,-0.10130821,0.0000,0.8936,+0.8936,0.4316,0.4316,+0.0000
Wav2Vec2_Vanilla,1,S&E,No,0.32823363,0.24450704,-0.08372659,0.0000,0.7037,+0.7037,0.2220,0.2220,+0.0000
