Rank,Model,Epoch,Dataset,Excluded_From_Ranking,Is_Single_Class,Brier_Score,F1,Accuracy,Precision,Recall,Threshold,TP,TN,FP,FN,Total_Samples
37,Resnet_34,50,H-2,No,Yes,1.0000,N/A,0.0046,N/A,N/A,0.00004500,14,0,0,3047,3061
37,Resnet_34,50,S&E,No,No,0.2432,0.4737,0.6429,0.4737,0.4737,0.00004500,9,27,10,10,56
37,Resnet_34,50,Authors,No,No,0.6231,0.8696,0.7778,0.9091,0.8333,0.00004500,20,1,2,4,27
37,Resnet_34,50,UrbanSound,No,Yes,0.0119,N/A,0.7220,N/A,N/A,0.00004500,0,6010,2314,0,8324
37,Resnet_34,50,Wonjun_Yi,No,Yes,1.0000,N/A,0.0000,N/A,N/A,0.00004500,0,0,0,78966,78966
38,Resnet_34,20,CalibrationDataset,Yes,No,0.3794,0.2229,0.5087,0.2815,0.1845,0.00015900,114,709,291,504,1618
38,Resnet_34,20,DronePrint,No,Yes,0.9231,N/A,0.5000,N/A,N/A,0.00015900,6,0,0,6,12
38,Resnet_34,20,Emo,No,Yes,0.0000,N/A,0.6270,N/A,N/A,0.00015900,0,232,138,0,370
38,Resnet_34,20,ESC-50,No,Yes,0.0019,N/A,0.6840,N/A,N/A,0.00015900,0,1145,529,0,1674
38,Resnet_34,20,Fusion,Yes,No,0.8893,0.0176,0.0837,0.1817,0.0093,0.00015900,760,6985,3423,81322,92490
38,Resnet_34,20,H-2,No,Yes,0.9996,N/A,0.2365,N/A,N/A,0.00015900,724,0,0,2337,3061
38,Resnet_34,20,S&E,No,No,0.2172,0.5333,0.6250,0.4615,0.6316,0.00015900,12,23,14,7,56
38,Resnet_34,20,Authors,No,No,0.6172,0.8372,0.7407,0.9474,0.7500,0.00015900,18,2,1,6,27
38,Resnet_34,20,UrbanSound,No,Yes,0.0221,N/A,0.6707,N/A,N/A,0.00015900,0,5583,2741,0,8324
38,Resnet_34,20,Wonjun_Yi,No,Yes,1.0000,N/A,0.0000,N/A,N/A,0.00015900,0,0,0,78966,78966
39,Resnet_34,100,CalibrationDataset,Yes,No,0.3767,0.2600,0.5884,0.4149,0.1893,0.00004600,117,835,165,501,1618
39,Resnet_34,100,DronePrint,No,Yes,0.9857,N/A,0.4167,N/A,N/A,0.00004600,5,0,0,7,12
39,Resnet_34,100,Emo,No,Yes,0.0000,N/A,0.8216,N/A,N/A,0.00004600,0,304,66,0,370
39,Resnet_34,100,ESC-50,No,Yes,0.0021,N/A,0.8471,N/A,N/A,0.00004600,0,1418,256,0,1674
39,Resnet_34,100,Fusion,Yes,No,0.8898,0.0013,0.0859,0.0221,0.0007,0.00004600,57,7886,2522,82025,92490
39,Resnet_34,100,H-2,No,Yes,1.0000,N/A,0.0069,N/A,N/A,0.00004600,21,0,0,3040,3061
39,Resnet_34,100,S&E,No,No,0.2487,0.5366,0.6607,0.5000,0.5789,0.00004600,11,26,11,8,56
39,Resnet_34,100,Authors,No,No,0.6767,0.8696,0.7778,0.9091,0.8333,0.00004600,20,1,2,4,27
39,Resnet_34,100,UrbanSound,No,Yes,0.0270,N/A,0.7373,N/A,N/A,0.00004600,0,6137,2187,0,8324
39,Resnet_34,100,Wonjun_Yi,No,Yes,1.0000,N/A,0.0000,N/A,N/A,0.00004600,0,0,0,78966,78966
40,Resnet_34,1,CalibrationDataset,Yes,No,0.9253,0.1375,0.0927,0.1079,0.1893,0.99720400,117,33,967,501,1618
40,Resnet_34,1,DronePrint,No,Yes,0.0000,N/A,1.0000,N/A,N/A,0.99720400,12,0,0,0,12
40,Resnet_34,1,Emo,No,Yes,1.0000,N/A,0.0000,N/A,N/A,0.99720400,0,0,370,0,370
40,Resnet_34,1,ESC-50,No,Yes,0.9993,N/A,0.0030,N/A,N/A,0.99720400,0,5,1669,0,1674
40,Resnet_34,1,Fusion,Yes,No,0.9639,0.0655,0.0383,0.2378,0.0379,0.99720400,3115,425,9983,78967,92490
40,Resnet_34,1,H-2,No,Yes,0.0000,N/A,1.0000,N/A,N/A,0.99720400,3061,0,0,0,3061
40,Resnet_34,1,S&E,No,No,0.6607,0.4865,0.3214,0.3273,0.9474,0.99720400,18,0,37,1,56
40,Resnet_34,1,Authors,No,No,0.1111,0.9412,0.8889,0.8889,1.0000,0.99720400,24,0,3,0,27
40,Resnet_34,1,UrbanSound,No,Yes,0.9729,N/A,0.0505,N/A,N/A,0.99720400,0,420,7904,0,8324
40,Resnet_34,1,Wonjun_Yi,No,Yes,1.0000,N/A,0.0000,N/A,N/A,0.99720400,0,0,0,78966,78966
41,Resnet_34,10,CalibrationDataset,Yes,No,0.9271,0.1359,0.0729,0.1055,0.1909,0.49950000,118,0,1000,500,1618
41,Resnet_34,10,DronePrint,No,Yes,0.0000,N/A,1.0000,N/A,N/A,0.49950000,12,0,0,0,12
41,Resnet_34,10,Emo,No,Yes,1.0000,N/A,0.0000,N/A,N/A,0.49950000,0,0,370,0,370
41,Resnet_34,10,ESC-50,No,Yes,1.0000,N/A,0.0000,N/A,N/A,0.49950000,0,0,1674,0,1674
41,Resnet_34,10,Fusion,Yes,No,0.9639,0.0653,0.0359,0.2340,0.0380,0.49950000,3116,207,10201,78966,92490
41,Resnet_34,10,H-2,No,Yes,0.0000,N/A,1.0000,N/A,N/A,0.49950000,3061,0,0,0,3061
41,Resnet_34,10,S&E,No,No,0.6607,0.5067,0.3393,0.3393,1.0000,0.49950000,19,0,37,0,56
41,Resnet_34,10,Authors,No,No,0.1111,0.9412,0.8889,0.8889,1.0000,0.49950000,24,0,3,0,27
41,Resnet_34,10,UrbanSound,No,Yes,0.9735,N/A,0.0249,N/A,N/A,0.49950000,0,207,8117,0,8324
41,Resnet_34,10,Wonjun_Yi,No,Yes,1.0000,N/A,0.0000,N/A,N/A,0.49950000,0,0,0,78966,78966
42,Resnet_34,5,CalibrationDataset,Yes,No,0.9271,0.1359,0.0729,0.1055,0.1909,0.49650000,118,0,1000,500,1618
42,Resnet_34,5,DronePrint,No,Yes,0.0000,N/A,1.0000,N/A,N/A,0.49650000,12,0,0,0,12
42,Resnet_34,5,Emo,No,Yes,1.0000,N/A,0.0000,N/A,N/A,0.49650000,0,0,370,0,370
42,Resnet_34,5,ESC-50,No,Yes,1.0000,N/A,0.0000,N/A,N/A,0.49650000,0,0,1674,0,1674
42,Resnet_34,5,Fusion,Yes,No,0.9643,0.0653,0.0356,0.2334,0.0380,0.49650000,3116,174,10234,78966,92490
42,Resnet_34,5,H-2,No,Yes,0.0000,N/A,1.0000,N/A,N/A,0.49650000,3061,0,0,0,3061
42,Resnet_34,5,S&E,No,No,0.6607,0.5067,0.3393,0.3393,1.0000,0.49650000,19,0,37,0,56
42,Resnet_34,5,Authors,No,No,0.1111,0.9412,0.8889,0.8889,1.0000,0.49650000,24,0,3,0,27
42,Resnet_34,5,UrbanSound,No,Yes,0.9777,N/A,0.0209,N/A,N/A,0.49650000,0,174,8150,0,8324
42,Resnet_34,5,Wonjun_Yi,No,Yes,1.0000,N/A,0.0000,N/A,N/A,0.49650000,0,0,0,78966,78966
